## BEGIN HEADER
#
##------------------------------------------------------------------------------
## Origin Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#SOURCE:   "Ocean Networks Canada Data Archive"  / Citation Author
#HTTP:      http://www.oceannetworks.ca          / Citation Publication Site
#HOME:     "University of Victoria, Canada"      / Citation Publication Location
#FLDATE:    2025-07-28T20:59:16.510Z  / File Creation Date = Date for Citation
#CITATION: "Ocean Networks Canada Society. 2024. Cambridge Bay Conductivity Temperature Depth Deployed 2024-08-29. Ocean Networks Canada Society. https://doi.org/10.34943/83c71dca-11d5-41f4-81c1-fa03bfb1f4a8. Subset Query: 31682819. Accessed 2025-07-28."  / Citation Title
#METADATF:  CambridgeBay_UnderwaterNetwork_ConductivityTemperatureDepth_20250701T000000Z_20250702T000000Z-clean_MinMax1minute_CSV_META.xml  / Metadata file name
#SEARCHID:  51625886                             / DMAS Search ID from Oceans3.0
#
##------------------------------------------------------------------------------
## Location Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#STNNAME:   OceanNetworksCanada-Arctic-CambridgeBay-UnderwaterNetwork  / Station Name 
#STNCODE:   CBYIP                                / Station Code 
#LATITUDE:     69.113000                         / Latitude North
#LONGITUDE:  -105.064500                         / Longitude East
#DEPTH:         9.0                              / Depth (m)
#
##------------------------------------------------------------------------------
## Device Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DEVCAT: Conductivity Temperature Depth          / Device Category
#DEVTOT:    1  / Total number of Device Deployments contributing to data
#
#DEPLDATE1: 2025-07-01T00:00:00.000Z             / Device 1 Deployment Date
#DEVNAME1: "Sea-Bird SeaCAT SBE19plus V2 7128"   / Device Name of Device 1
#DEVCODE1:  SBECTD19p7128                        / Device Code of Device 1
#DEVID1:    23830                                / Device ID of Device 1
#
##------------------------------------------------------------------------------
## Data Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DATEFROM:  2025-07-01T00:00:00.000Z             / Data Start Time
#DATETO:    2025-07-02T00:00:00.000Z             / Data End Time
#PERIODTOT: 1                                    / Number of Sample Periods
#PERIODST1: 2024-03-19T00:00:00.000Z             / Sample Period 1 Start Time
#PERIOD1:   1                                    / Sensor Sample Period 1 (s)
#RESAMPPRD: 60                                   / Resample Period (s)
#RESAMPTYP: Min/Max                              / Resample Type
#RESAMPMIN: 70%  / Minimum percent valid data per resample
#RESAMPDCR: Minimum and maximum values within resample period  / Resample Description
#TOTSAMPLE: 1440                                 / Samples in File
#TOTSMPEXP: 1440                                 / Samples expected
#DPOPTGAPS: None  / Data Gaps: None - Do not fill gaps 
#DPOPTQC:   Clean  / Quality Control: Clean Data - replace data that have QAQC flags 3 or 4 with NaNs 
#QAREMARK:  None                                 / Quality Assurance Remarks
#
#"QC Flag (0-9): 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 6 = bad down-sampling; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information."
#"Time UTC (yyyy-mm-ddThh:mm:ss.fffZ)", "Conductivity Count", "Conductivity Max Value", "Conductivity Max Date", "Conductivity Max QC Flag", "Conductivity Min Value", "Conductivity Min Date", "Conductivity Min QC Flag", "Density Count", "Density Max Value", "Density Max Date", "Density Max QC Flag", "Density Min Value", "Density Min Date", "Density Min QC Flag", "Depth Count", "Depth Max Value", "Depth Max Date", "Depth Max QC Flag", "Depth Min Value", "Depth Min Date", "Depth Min QC Flag", "Practical Salinity Count", "Practical Salinity Max Value", "Practical Salinity Max Date", "Practical Salinity Max QC Flag", "Practical Salinity Min Value", "Practical Salinity Min Date", "Practical Salinity Min QC Flag", "Pressure Count", "Pressure Max Value", "Pressure Max Date", "Pressure Max QC Flag", "Pressure Min Value", "Pressure Min Date", "Pressure Min QC Flag", "Sigma-t Count", "Sigma-t Max Value", "Sigma-t Max Date", "Sigma-t Max QC Flag", "Sigma-t Min Value", "Sigma-t Min Date", "Sigma-t Min QC Flag", "Sigma-theta (0 dbar) Count", "Sigma-theta (0 dbar) Max Value", "Sigma-theta (0 dbar) Max Date", "Sigma-theta (0 dbar) Max QC Flag", "Sigma-theta (0 dbar) Min Value", "Sigma-theta (0 dbar) Min Date", "Sigma-theta (0 dbar) Min QC Flag", "Sound Speed Count", "Sound Speed Max Value", "Sound Speed Max Date", "Sound Speed Max QC Flag", "Sound Speed Min Value", "Sound Speed Min Date", "Sound Speed Min QC Flag", "Temperature Count", "Temperature Max Value", "Temperature Max Date", "Temperature Max QC Flag", "Temperature Min Value", "Temperature Min Date", "Temperature Min QC Flag"
## END HEADER
2025-07-01T20:48:30.000Z, 60, 2.38343, 2025-07-01T20:48:43.032Z, 1, 2.38275, 2025-07-01T20:48:59.031Z, 1, 60, 1022.779504101, 2025-07-01T20:48:56.031Z, 1, 1022.733394452, 2025-07-01T20:48:01.032Z, 1, 60, 9.5, 2025-07-01T20:48:59.031Z, 1, 9.5, 2025-07-01T20:48:59.031Z, 1, 60, 28.3328, 2025-07-01T20:48:56.031Z, 1, 28.278, 2025-07-01T20:48:01.032Z, 1, 60, 9.597, 2025-07-01T20:48:59.031Z, 1, 9.593, 2025-07-01T20:48:14.032Z, 1, 60, 22.73318927, 2025-07-01T20:48:56.031Z, 1, 22.687107832, 2025-07-01T20:48:01.032Z, 1, 60, 22.733195444, 2025-07-01T20:48:56.031Z, 1, 22.687114283, 2025-07-01T20:48:01.032Z, 1, 60, 1439.715, 2025-07-01T20:48:02.034Z, 1, 1439.494, 2025-07-01T20:48:59.031Z, 1, 60, -0.1273, 2025-07-01T20:48:01.032Z, 1, -0.1896, 2025-07-01T20:48:57.031Z, 1
2025-07-01T20:49:30.000Z, 60, 2.38268, 2025-07-01T20:49:00.045Z, 1, 2.38057, 2025-07-01T20:49:42.031Z, 1, 60, 1022.778946321, 2025-07-01T20:49:03.032Z, 1, 1022.767466503, 2025-07-01T20:49:30.033Z, 1, 60, 9.5, 2025-07-01T20:49:59.032Z, 1, 9.5, 2025-07-01T20:49:59.032Z, 1, 60, 28.3319, 2025-07-01T20:49:03.032Z, 1, 28.3174, 2025-07-01T20:49:30.033Z, 1, 60, 9.598, 2025-07-01T20:49:59.032Z, 1, 9.594, 2025-07-01T20:49:44.031Z, 1, 60, 22.732629759, 2025-07-01T20:49:03.032Z, 1, 22.72115612, 2025-07-01T20:49:30.033Z, 1, 60, 22.732635901, 2025-07-01T20:49:03.032Z, 1, 22.721162201, 2025-07-01T20:49:30.033Z, 1, 60, 1439.488, 2025-07-01T20:49:09.034Z, 1, 1439.36, 2025-07-01T20:49:40.033Z, 1, 60, -0.188, 2025-07-01T20:49:09.034Z, 1, -0.2174, 2025-07-01T20:49:40.033Z, 1
2025-07-01T20:50:30.000Z, 60, 2.38102, 2025-07-01T20:50:25.034Z, 1, 2.38083, 2025-07-01T20:50:06.031Z, 1, 60, 1022.781820425, 2025-07-01T20:50:59.030Z, 1, 1022.767675231, 2025-07-01T20:50:00.032Z, 1, 60, 9.51, 2025-07-01T20:50:59.030Z, 1, 9.5, 2025-07-01T20:50:29.044Z, 1, 60, 28.3345, 2025-07-01T20:50:59.030Z, 1, 28.3177, 2025-07-01T20:50:00.032Z, 1, 60, 9.605, 2025-07-01T20:50:53.032Z, 1, 9.597, 2025-07-01T20:50:04.030Z, 1, 60, 22.735462928, 2025-07-01T20:50:59.030Z, 1, 22.721350866, 2025-07-01T20:50:00.032Z, 1, 60, 22.735468941, 2025-07-01T20:50:59.030Z, 1, 22.721356959, 2025-07-01T20:50:00.032Z, 1, 60, 1439.422, 2025-07-01T20:50:00.032Z, 1, 1439.356, 2025-07-01T20:50:59.030Z, 1, 60, -0.2011, 2025-07-01T20:50:00.032Z, 1, -0.22, 2025-07-01T20:50:59.030Z, 1
2025-07-01T20:51:30.000Z, 60, 2.381, 2025-07-01T20:51:18.030Z, 1, 2.3807, 2025-07-01T20:51:59.044Z, 1, 60, 1022.784723177, 2025-07-01T20:51:12.030Z, 1, 1022.77435186, 2025-07-01T20:51:24.032Z, 1, 60, 9.51, 2025-07-01T20:51:59.044Z, 1, 9.51, 2025-07-01T20:51:59.044Z, 1, 60, 28.338, 2025-07-01T20:51:12.030Z, 1, 28.3256, 2025-07-01T20:51:24.032Z, 1, 60, 9.607, 2025-07-01T20:51:52.030Z, 1, 9.603, 2025-07-01T20:51:24.032Z, 1, 60, 22.738360409, 2025-07-01T20:51:12.030Z, 1, 22.727996482, 2025-07-01T20:51:24.032Z, 1, 60, 22.738366414, 2025-07-01T20:51:12.030Z, 1, 22.728002537, 2025-07-01T20:51:24.032Z, 1, 60, 1439.39, 2025-07-01T20:51:23.032Z, 1, 1439.341, 2025-07-01T20:51:02.035Z, 1, 60, -0.2103, 2025-07-01T20:51:24.032Z, 1, -0.2241, 2025-07-01T20:51:02.035Z, 1
2025-07-01T20:52:30.000Z, 60, 2.38147, 2025-07-01T20:52:19.030Z, 1, 2.38029, 2025-07-01T20:52:56.029Z, 1, 60, 1022.784746607, 2025-07-01T20:52:21.044Z, 1, 1022.774468454, 2025-07-01T20:52:52.029Z, 1, 60, 9.51, 2025-07-01T20:52:59.030Z, 1, 9.51, 2025-07-01T20:52:59.030Z, 1, 60, 28.3382, 2025-07-01T20:52:21.044Z, 1, 28.3255, 2025-07-01T20:52:53.029Z, 1, 60, 9.611, 2025-07-01T20:52:58.028Z, 1, 9.606, 2025-07-01T20:52:10.031Z, 1, 60, 22.738366119, 2025-07-01T20:52:21.044Z, 1, 22.72807765, 2025-07-01T20:52:52.029Z, 1, 60, 22.738372155, 2025-07-01T20:52:21.044Z, 1, 22.72808368, 2025-07-01T20:52:52.029Z, 1, 60, 1439.388, 2025-07-01T20:52:44.029Z, 1, 1439.342, 2025-07-01T20:52:57.031Z, 1, 60, -0.2125, 2025-07-01T20:52:44.029Z, 1, -0.2212, 2025-07-01T20:52:57.031Z, 1
2025-07-01T20:53:30.000Z, 60, 2.38191, 2025-07-01T20:53:51.035Z, 1, 2.38028, 2025-07-01T20:53:06.029Z, 1, 60, 1022.787271067, 2025-07-01T20:53:49.035Z, 1, 1022.774318969, 2025-07-01T20:53:04.030Z, 1, 60, 9.52, 2025-07-01T20:53:59.037Z, 1, 9.51, 2025-07-01T20:53:39.035Z, 1, 60, 28.3414, 2025-07-01T20:53:50.049Z, 1, 28.3253, 2025-07-01T20:53:04.030Z, 1, 60, 9.616, 2025-07-01T20:53:52.034Z, 1, 9.609, 2025-07-01T20:53:03.029Z, 1, 60, 22.740862749, 2025-07-01T20:53:49.035Z, 1, 22.72792803, 2025-07-01T20:53:04.030Z, 1, 60, 22.740868809, 2025-07-01T20:53:49.035Z, 1, 22.727934057, 2025-07-01T20:53:04.030Z, 1, 60, 1439.413, 2025-07-01T20:53:46.035Z, 1, 1439.343, 2025-07-01T20:53:06.029Z, 1, 60, -0.2076, 2025-07-01T20:53:46.035Z, 1, -0.221, 2025-07-01T20:53:10.028Z, 1
2025-07-01T20:54:30.000Z, 60, 2.38227, 2025-07-01T20:54:42.034Z, 1, 2.38158, 2025-07-01T20:54:06.035Z, 1, 60, 1022.786491861, 2025-07-01T20:54:36.034Z, 1, 1022.779743603, 2025-07-01T20:54:04.034Z, 1, 60, 9.52, 2025-07-01T20:54:59.034Z, 1, 9.52, 2025-07-01T20:54:59.034Z, 1, 60, 28.3406, 2025-07-01T20:54:39.034Z, 1, 28.3323, 2025-07-01T20:54:04.034Z, 1, 60, 9.622, 2025-07-01T20:54:59.034Z, 1, 9.614, 2025-07-01T20:54:06.035Z, 1, 60, 22.740060914, 2025-07-01T20:54:36.034Z, 1, 22.733331584, 2025-07-01T20:54:04.034Z, 1, 60, 22.740067005, 2025-07-01T20:54:36.034Z, 1, 22.733337668, 2025-07-01T20:54:04.034Z, 1, 60, 1439.433, 2025-07-01T20:54:54.034Z, 1, 1439.39, 2025-07-01T20:54:15.040Z, 1, 60, -0.2037, 2025-07-01T20:54:54.034Z, 1, -0.214, 2025-07-01T20:54:15.040Z, 1
2025-07-01T20:55:30.000Z, 60, 2.38191, 2025-07-01T20:55:53.033Z, 1, 2.38132, 2025-07-01T20:55:06.033Z, 1, 60, 1022.781662763, 2025-07-01T20:55:44.033Z, 1, 1022.776736848, 2025-07-01T20:55:34.036Z, 1, 60, 9.53, 2025-07-01T20:55:59.033Z, 1, 9.52, 2025-07-01T20:55:50.033Z, 1, 60, 28.3346, 2025-07-01T20:55:44.033Z, 1, 28.3286, 2025-07-01T20:55:34.036Z, 1, 60, 9.625, 2025-07-01T20:55:59.033Z, 1, 9.62, 2025-07-01T20:55:09.036Z, 1, 60, 22.735216857, 2025-07-01T20:55:44.033Z, 1, 22.730296061, 2025-07-01T20:55:34.036Z, 1, 60, 22.735222943, 2025-07-01T20:55:44.033Z, 1, 22.730302154, 2025-07-01T20:55:34.036Z, 1, 60, 1439.434, 2025-07-01T20:55:55.035Z, 1, 1439.4, 2025-07-01T20:55:06.033Z, 1, 60, -0.2025, 2025-07-01T20:55:55.035Z, 1, -0.2097, 2025-07-01T20:55:19.050Z, 1
2025-07-01T20:56:30.000Z, 60, 2.38189, 2025-07-01T20:56:59.033Z, 1, 2.38124, 2025-07-01T20:56:37.035Z, 1, 60, 1022.786132146, 2025-07-01T20:56:55.033Z, 1, 1022.776935403, 2025-07-01T20:56:31.033Z, 1, 60, 9.53, 2025-07-01T20:56:59.033Z, 1, 9.53, 2025-07-01T20:56:59.033Z, 1, 60, 28.34, 2025-07-01T20:56:55.033Z, 1, 28.3288, 2025-07-01T20:56:32.033Z, 1, 60, 9.626, 2025-07-01T20:56:54.038Z, 1, 9.623, 2025-07-01T20:56:05.033Z, 1, 60, 22.739671239, 2025-07-01T20:56:55.033Z, 1, 22.730475149, 2025-07-01T20:56:31.033Z, 1, 60, 22.739677316, 2025-07-01T20:56:55.033Z, 1, 22.730481241, 2025-07-01T20:56:31.033Z, 1, 60, 1439.431, 2025-07-01T20:56:21.033Z, 1, 1439.377, 2025-07-01T20:56:37.035Z, 1, 60, -0.2028, 2025-07-01T20:56:00.033Z, 1, -0.2156, 2025-07-01T20:56:37.035Z, 1
2025-07-01T20:57:30.000Z, 60, 2.38198, 2025-07-01T20:57:08.033Z, 1, 2.38165, 2025-07-01T20:57:27.034Z, 1, 60, 1022.786047359, 2025-07-01T20:57:00.033Z, 1, 1022.776127586, 2025-07-01T20:57:21.033Z, 1, 60, 9.53, 2025-07-01T20:57:59.033Z, 1, 9.53, 2025-07-01T20:57:59.033Z, 1, 60, 28.3399, 2025-07-01T20:57:00.033Z, 1, 28.328, 2025-07-01T20:57:21.033Z, 1, 60, 9.629, 2025-07-01T20:57:58.033Z, 1, 9.624, 2025-07-01T20:57:09.033Z, 1, 60, 22.739581706, 2025-07-01T20:57:00.033Z, 1, 22.729664099, 2025-07-01T20:57:21.033Z, 1, 60, 22.739587785, 2025-07-01T20:57:00.033Z, 1, 22.729670222, 2025-07-01T20:57:21.033Z, 1, 60, 1439.447, 2025-07-01T20:57:54.032Z, 1, 1439.401, 2025-07-01T20:57:00.033Z, 1, 60, -0.1989, 2025-07-01T20:57:53.032Z, 1, -0.2119, 2025-07-01T20:57:00.033Z, 1
2025-07-01T20:58:30.000Z, 60, 2.38196, 2025-07-01T20:58:02.032Z, 1, 2.38028, 2025-07-01T20:58:56.031Z, 1, 60, 1022.796691758, 2025-07-01T20:58:53.032Z, 1, 1022.777562444, 2025-07-01T20:58:03.032Z, 1, 60, 9.53, 2025-07-01T20:58:59.032Z, 1, 9.53, 2025-07-01T20:58:59.032Z, 1, 60, 28.3518, 2025-07-01T20:58:53.032Z, 1, 28.3298, 2025-07-01T20:58:03.032Z, 1, 60, 9.63, 2025-07-01T20:58:59.032Z, 1, 9.628, 2025-07-01T20:58:55.035Z, 1, 60, 22.750202297, 2025-07-01T20:58:53.032Z, 1, 22.731089724, 2025-07-01T20:58:03.032Z, 1, 60, 22.750208202, 2025-07-01T20:58:53.032Z, 1, 22.731095855, 2025-07-01T20:58:03.032Z, 1, 60, 1439.442, 2025-07-01T20:58:03.032Z, 1, 1439.253, 2025-07-01T20:58:54.032Z, 1, 60, -0.2003, 2025-07-01T20:58:03.032Z, 1, -0.2467, 2025-07-01T20:58:54.032Z, 1
2025-07-01T20:59:30.000Z, 60, 2.38107, 2025-07-01T20:59:51.031Z, 1, 2.3803, 2025-07-01T20:59:03.032Z, 1, 60, 1022.797403296, 2025-07-01T20:59:01.046Z, 1, 1022.776579048, 2025-07-01T20:59:44.031Z, 1, 60, 9.54, 2025-07-01T20:59:59.031Z, 1, 9.53, 2025-07-01T20:59:56.031Z, 1, 60, 28.3527, 2025-07-01T20:59:01.046Z, 1, 28.3281, 2025-07-01T20:59:44.031Z, 1, 60, 9.634, 2025-07-01T20:59:59.031Z, 1, 9.629, 2025-07-01T20:59:02.032Z, 1, 60, 22.75091406, 2025-07-01T20:59:01.046Z, 1, 22.730078428, 2025-07-01T20:59:44.031Z, 1, 60, 22.750919969, 2025-07-01T20:59:01.046Z, 1, 22.730084494, 2025-07-01T20:59:44.031Z, 1, 60, 1439.383, 2025-07-01T20:59:44.031Z, 1, 1439.253, 2025-07-01T20:59:03.032Z, 1, 60, -0.2125, 2025-07-01T20:59:44.031Z, 1, -0.2468, 2025-07-01T20:59:03.032Z, 1
2025-07-01T21:00:30.000Z, 60, 2.3818, 2025-07-01T21:00:59.031Z, 1, 2.38087, 2025-07-01T21:00:09.031Z, 1, 60, 1022.788172033, 2025-07-01T21:00:31.044Z, 1, 1022.772190885, 2025-07-01T21:00:40.118Z, 1, 60, 9.54, 2025-07-01T21:00:16.031Z, 1, 9.53, 2025-07-01T21:00:59.031Z, 1, 60, 28.3422, 2025-07-01T21:00:31.044Z, 1, 28.3231, 2025-07-01T21:00:40.118Z, 1, 60, 9.634, 2025-07-01T21:00:09.031Z, 1, 9.628, 2025-07-01T21:00:50.031Z, 1, 60, 22.741684775, 2025-07-01T21:00:31.044Z, 1, 22.725707706, 2025-07-01T21:00:40.118Z, 1, 60, 22.741690812, 2025-07-01T21:00:31.044Z, 1, 22.725713826, 2025-07-01T21:00:40.118Z, 1, 60, 1439.439, 2025-07-01T21:00:59.031Z, 1, 1439.338, 2025-07-01T21:00:04.031Z, 1, 60, -0.2006, 2025-07-01T21:00:59.031Z, 1, -0.2258, 2025-07-01T21:00:04.031Z, 1
2025-07-01T21:01:30.000Z, 60, 2.38223, 2025-07-01T21:01:52.030Z, 1, 2.38173, 2025-07-01T21:01:15.045Z, 1, 60, 1022.785451024, 2025-07-01T21:01:03.030Z, 1, 1022.751114074, 2025-07-01T21:01:58.030Z, 1, 60, 9.54, 2025-07-01T21:01:59.030Z, 1, 9.53, 2025-07-01T21:01:58.030Z, 1, 60, 28.3391, 2025-07-01T21:01:03.030Z, 1, 28.2983, 2025-07-01T21:01:58.030Z, 1, 60, 9.633, 2025-07-01T21:01:59.030Z, 1, 9.629, 2025-07-01T21:01:15.045Z, 1, 60, 22.7389657, 2025-07-01T21:01:03.030Z, 1, 22.70462979, 2025-07-01T21:01:58.030Z, 1, 60, 22.738971775, 2025-07-01T21:01:03.030Z, 1, 22.70463608, 2025-07-01T21:01:58.030Z, 1, 60, 1439.565, 2025-07-01T21:01:58.030Z, 1, 1439.396, 2025-07-01T21:01:03.030Z, 1, 60, -0.1652, 2025-07-01T21:01:58.030Z, 1, -0.2129, 2025-07-01T21:01:03.030Z, 1
2025-07-01T21:02:30.000Z, 60, 2.38268, 2025-07-01T21:02:55.030Z, 1, 2.3821, 2025-07-01T21:02:00.045Z, 1, 60, 1022.757458427, 2025-07-01T21:02:15.031Z, 1, 1022.740882263, 2025-07-01T21:02:57.030Z, 1, 60, 9.54, 2025-07-01T21:02:56.030Z, 1, 9.53, 2025-07-01T21:02:59.029Z, 1, 60, 28.306, 2025-07-01T21:02:15.031Z, 1, 28.2864, 2025-07-01T21:02:57.030Z, 1, 60, 9.634, 2025-07-01T21:02:56.030Z, 1, 9.631, 2025-07-01T21:02:58.031Z, 1, 60, 22.710973491, 2025-07-01T21:02:15.031Z, 1, 22.694403135, 2025-07-01T21:02:57.030Z, 1, 60, 22.710979765, 2025-07-01T21:02:15.031Z, 1, 22.694409526, 2025-07-01T21:02:57.030Z, 1, 60, 1439.649, 2025-07-01T21:02:55.030Z, 1, 1439.554, 2025-07-01T21:02:15.031Z, 1, 60, -0.1442, 2025-07-01T21:02:56.030Z, 1, -0.1696, 2025-07-01T21:02:15.031Z, 1
2025-07-01T21:03:30.000Z, 60, 2.38327, 2025-07-01T21:03:59.029Z, 1, 2.38259, 2025-07-01T21:03:04.029Z, 1, 60, 1022.745583573, 2025-07-01T21:03:04.029Z, 1, 1022.731333682, 2025-07-01T21:03:22.029Z, 1, 60, 9.54, 2025-07-01T21:03:32.029Z, 1, 9.53, 2025-07-01T21:03:59.029Z, 1, 60, 28.292, 2025-07-01T21:03:04.029Z, 1, 28.2752, 2025-07-01T21:03:22.029Z, 1, 60, 9.633, 2025-07-01T21:03:32.029Z, 1, 9.629, 2025-07-01T21:03:58.028Z, 1, 60, 22.699107907, 2025-07-01T21:03:04.029Z, 1, 22.68485858, 2025-07-01T21:03:22.029Z, 1, 60, 22.69911427, 2025-07-01T21:03:04.029Z, 1, 22.684865052, 2025-07-01T21:03:22.029Z, 1, 60, 1439.719, 2025-07-01T21:03:58.028Z, 1, 1439.625, 2025-07-01T21:03:04.029Z, 1, 60, -0.1268, 2025-07-01T21:03:58.028Z, 1, -0.1506, 2025-07-01T21:03:04.029Z, 1
2025-07-01T21:04:30.000Z, 60, 2.38418, 2025-07-01T21:04:59.028Z, 1, 2.38324, 2025-07-01T21:04:08.029Z, 1, 60, 1022.737286651, 2025-07-01T21:04:02.028Z, 1, 1022.698920181, 2025-07-01T21:04:51.026Z, 1, 60, 9.53, 2025-07-01T21:04:59.028Z, 1, 9.53, 2025-07-01T21:04:59.028Z, 1, 60, 28.2825, 2025-07-01T21:04:02.028Z, 1, 28.2372, 2025-07-01T21:04:51.026Z, 1, 60, 9.63, 2025-07-01T21:04:38.028Z, 1, 9.628, 2025-07-01T21:04:58.042Z, 1, 60, 22.690825871, 2025-07-01T21:04:02.028Z, 1, 22.652473012, 2025-07-01T21:04:51.026Z, 1, 60, 22.690832336, 2025-07-01T21:04:02.028Z, 1, 22.652479755, 2025-07-01T21:04:51.026Z, 1, 60, 1439.924, 2025-07-01T21:04:51.026Z, 1, 1439.708, 2025-07-01T21:04:07.028Z, 1, 60, -0.0712, 2025-07-01T21:04:51.026Z, 1, -0.1302, 2025-07-01T21:04:02.028Z, 1
2025-07-01T21:05:30.000Z, 60, 2.38451, 2025-07-01T21:05:33.043Z, 1, 2.38402, 2025-07-01T21:05:59.028Z, 1, 60, 1022.71098482, 2025-07-01T21:05:10.028Z, 1, 1022.663697002, 2025-07-01T21:05:59.028Z, 1, 60, 9.53, 2025-07-01T21:05:59.028Z, 1, 9.53, 2025-07-01T21:05:59.028Z, 1, 60, 28.2516, 2025-07-01T21:05:10.028Z, 1, 28.1953, 2025-07-01T21:05:59.028Z, 1, 60, 9.63, 2025-07-01T21:05:02.029Z, 1, 9.626, 2025-07-01T21:05:59.028Z, 1, 60, 22.664539379, 2025-07-01T21:05:10.028Z, 1, 22.617274037, 2025-07-01T21:05:59.028Z, 1, 60, 22.664546057, 2025-07-01T21:05:10.028Z, 1, 22.617280986, 2025-07-01T21:05:59.028Z, 1, 60, 1440.079, 2025-07-01T21:05:59.028Z, 1, 1439.875, 2025-07-01T21:05:10.028Z, 1, 60, -0.0262, 2025-07-01T21:05:59.028Z, 1, -0.0858, 2025-07-01T21:05:10.028Z, 1
2025-07-01T21:06:30.000Z, 60, 2.38435, 2025-07-01T21:06:59.027Z, 1, 2.38373, 2025-07-01T21:06:08.028Z, 1, 60, 1022.667525994, 2025-07-01T21:06:05.028Z, 1, 1022.625172422, 2025-07-01T21:06:59.027Z, 1, 60, 9.53, 2025-07-01T21:06:59.027Z, 1, 9.53, 2025-07-01T21:06:59.027Z, 1, 60, 28.1998, 2025-07-01T21:06:05.028Z, 1, 28.1497, 2025-07-01T21:06:59.027Z, 1, 60, 9.627, 2025-07-01T21:06:18.028Z, 1, 9.623, 2025-07-01T21:06:59.027Z, 1, 60, 22.621101552, 2025-07-01T21:06:05.028Z, 1, 22.578776063, 2025-07-01T21:06:59.027Z, 1, 60, 22.62110847, 2025-07-01T21:06:05.028Z, 1, 22.57878327, 2025-07-01T21:06:59.027Z, 1, 60, 1440.272, 2025-07-01T21:06:59.027Z, 1, 1440.056, 2025-07-01T21:06:05.028Z, 1, 60, 0.0281, 2025-07-01T21:06:59.027Z, 1, -0.0325, 2025-07-01T21:06:05.028Z, 1
2025-07-01T21:07:30.000Z, 60, 2.38638, 2025-07-01T21:07:59.026Z, 1, 2.38438, 2025-07-01T21:07:00.026Z, 1, 60, 1022.622385471, 2025-07-01T21:07:00.026Z, 1, 1022.577325767, 2025-07-01T21:07:59.026Z, 1, 60, 9.53, 2025-07-01T21:07:46.026Z, 1, 9.52, 2025-07-01T21:07:59.026Z, 1, 60, 28.1464, 2025-07-01T21:07:00.026Z, 1, 28.094, 2025-07-01T21:07:59.026Z, 1, 60, 9.624, 2025-07-01T21:07:44.026Z, 1, 9.62, 2025-07-01T21:07:59.026Z, 1, 60, 22.575989981, 2025-07-01T21:07:00.026Z, 1, 22.530965278, 2025-07-01T21:07:59.026Z, 1, 60, 22.575997207, 2025-07-01T21:07:00.026Z, 1, 22.530972945, 2025-07-01T21:07:59.026Z, 1, 60, 1440.613, 2025-07-01T21:07:59.026Z, 1, 1440.286, 2025-07-01T21:07:00.026Z, 1, 60, 0.117, 2025-07-01T21:07:59.026Z, 1, 0.032, 2025-07-01T21:07:00.026Z, 1
2025-07-01T21:08:30.000Z, 60, 2.38698, 2025-07-01T21:08:56.026Z, 1, 2.38626, 2025-07-01T21:08:32.026Z, 1, 60, 1022.586800138, 2025-07-01T21:08:10.026Z, 1, 1022.55933918, 2025-07-01T21:08:57.026Z, 1, 60, 9.52, 2025-07-01T21:08:59.026Z, 1, 9.52, 2025-07-01T21:08:59.026Z, 1, 60, 28.1052, 2025-07-01T21:08:10.026Z, 1, 28.073, 2025-07-01T21:08:57.026Z, 1, 60, 9.622, 2025-07-01T21:08:02.026Z, 1, 9.617, 2025-07-01T21:08:58.030Z, 1, 60, 22.540436663, 2025-07-01T21:08:10.026Z, 1, 22.513000489, 2025-07-01T21:08:57.026Z, 1, 60, 22.540444263, 2025-07-01T21:08:10.026Z, 1, 22.513008316, 2025-07-01T21:08:57.026Z, 1, 60, 1440.73, 2025-07-01T21:08:58.030Z, 1, 1440.565, 2025-07-01T21:08:10.026Z, 1, 60, 0.1481, 2025-07-01T21:08:57.026Z, 1, 0.1036, 2025-07-01T21:08:10.026Z, 1
